Brand,Name,Category,Size and Price,Description,ImageURL
1028,茶玫瑰極嫩沐浴油,其它沐浴清潔,500ml / NT$ 260,溫度舒適、氣候乾燥,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/113679/1/_160x160_113679_20230807121410ikHpsBQJiZ.jpg
1028,閃耀亮頰透漾腮紅,腮紅,/ NT$ 330,換季、氣候乾燥,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/58919/1/_160x160_58919_w_250xh_250xfar_C.jpg
1028,馬鞭草柔嫩身體乳,身體乳液,300ml / NT$ 280,--,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/113680/1/_160x160_113680_20230807121657vHTcOOZSiN.jpg
1028,馬鞭草淨嫩沐浴油,其它沐浴清潔,500ml / NT$ 260,--,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/113677/1/_160x160_113677_20230807121000hlFSMhnVqn.jpg
1028,啵亮完妝水,化妝水,100ml / NT$ 390,換季、氣候乾燥、溫差大,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/73558/1/_160x160_73558.jpg
1028,控油柔焦氣墊粉餅SPF23/PA+++,氣墊粉餅,12ml / NT$ 680,換季、悶熱、溫度舒適、氣候乾燥、氣候潮濕,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/79876/1/_160x160_79876.jpg
1028,淨嫩肌深層卸妝水(清爽型),卸妝水,250ml / NT$ 250,換季、悶熱、寒冷、溫度舒適、氣候乾燥、氣候潮濕、溫差大、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/92216/1/_160x160_92216.jpg
1028,淨嫩肌深層保濕卸妝乳,卸妝乳,250ml / NT$ 280,換季、悶熱、寒冷、氣候乾燥、溫差大、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/92217/1/_160x160_92217.jpg
1028,淨嫩肌積雪草保濕卸妝棉,卸妝棉,30入 / NT$ 169,換季、悶熱、溫度舒適、氣候潮濕、溫差大、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/102211/1/_160x160_102211_20210727155904YfxHlDGOau.jpg
1028,淨嫩肌雙層保濕卸妝水,卸妝水,190ml / NT$ 270,寒冷、溫度舒適,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/104455/1/_160x160_104455_20220221031847tRQxBYwayc.jpg
1028,深層高效保濕水感面膜,保養面膜,/ NT$ 99,換季、悶熱、寒冷、溫度舒適、氣候乾燥、氣候潮濕、溫差大、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/58264/1/_160x160_58264_w_250xh_250xfar_C.jpg
1028,深層淨亮透白面膜,保養面膜,5入 / NT$ 299,換季、悶熱、溫度舒適、氣候乾燥、氣候潮濕、溫差大、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/74964/1/_160x160_74964.jpg
1028,深層清潔保養卸妝水,卸妝水,200ml / NT$ 269,換季、悶熱、寒冷、溫度舒適、氣候乾燥、氣候潮濕、溫差大、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/87521/1/_160x160_87521.jpg
1028,深層潔淨卸妝乳,卸妝乳,200ml / NT$ 299,換季、悶熱、寒冷、溫度舒適、氣候乾燥、氣候潮濕、溫差大、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/53064/1/_160x160_53064_w_250xh_250xfar_C.jpg
1028,深層潔淨保養卸妝水,卸妝水,100/200ml / NT$ 199/299,換季、悶熱、寒冷、溫度舒適、氣候乾燥、氣候潮濕、溫差大、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/56827/1/_160x160_56827_w_250xh_250xfar_C.jpg
1028,深層潔淨洗卸泡泡慕絲,洗顏慕斯,150ml / NT$ 230,換季、悶熱、寒冷、溫度舒適、氣候潮濕、溫差大,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/72375/1/_160x160_72375.jpg
1028,深層潔淨超綿感泡泡保濕洗面乳,洗面乳,120ml / NT$ 149,換季、悶熱、寒冷、溫度舒適、氣候乾燥、氣候潮濕、溫差大、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/57075/1/_160x160_57075_w_250xh_250xfar_C.jpg
1028,甜滋滋捲心頰彩,腮紅,2.8g / NT$ 390,溫度舒適、氣候乾燥,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/76173/1/_160x160_76173.gif
1028,甜橙泡泡卸妝露,卸妝露,120ml / NT$ 299,換季、寒冷、溫度舒適、氣候潮濕、溫差大,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/79882/1/_160x160_79882.jpg
1028,眼部修修熊貓眼三色遮瑕盤,,0.7g*3 / NT$ 320,換季、悶熱、寒冷、溫度舒適、氣候乾燥、氣候潮濕、溫差大、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/88390/1/_160x160_88390.jpg
1028,眼部修修調色盤,,1.6g / NT$ 320,換季、悶熱、寒冷、氣候乾燥、溫差大,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/48969/1/_160x160_48969_w_250xh_250xfar_C.jpg
1028,眼癮狂12色眼彩盤,眼影盤,0.68*12g / NT$ 780,悶熱、寒冷、溫差大,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/89463/1/_160x160_89463.jpg
1028,終極抗暈人魚眼線液,眼線液,0.55ml / NT$ 360,換季、悶熱、寒冷、溫度舒適、氣候潮濕、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/66739/1/_160x160_66739_w_250xh_250xfar_C.jpg
1028,野罌粟絨霧眼彩盤,眼影盤,9.6g / NT$ 390,換季、氣候潮濕、溫差大,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/103998/1/_160x160_103998_20220106013726NbnmAiCqEs.jpg
1028,野罌粟絨霧嫩頰彩,腮紅,4g / NT$ 260,換季,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/104000/1/_160x160_104000_20220106014313RTePcfleTr.jpg
1028,野罌粟絨霧輕唇釉,唇釉,7ml / NT$ 360,換季、寒冷、氣候潮濕,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/103999/1/_160x160_103999_20220106014104aqZPNyOcyY.jpg
1028,雪紡柔光粉餅 SPF50,粉餅,9g / NT$ 300,換季、悶熱、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/73557/1/_160x160_73557.jpg
1028,雪絨裸光粉餅 SPF25,粉餅,9g / NT$ 330,寒冷、氣候乾燥、溫差大,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/73556/1/_160x160_73556.jpg
1028,復活草即救保濕修護乳,乳液,75ml / NT$ 580,悶熱、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/105153/1/_160x160_105153_20220513045101caxeruISBU.png
1028,復活草即救保濕精華液,精華液,30ml / NT$ 680,氣候乾燥,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/105152/1/_160x160_105152_20220513045117TBeuBZiHKY.png
1028,復活草即救保濕精萃水,化妝水,150ml / NT$ 480,換季、溫度舒適,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/105151/1/_160x160_105151_20220513045110tPgjVQONSS.png
1028,晶漾唇露,唇蜜,5.5g / NT$ 320,換季、悶熱、寒冷、溫度舒適、氣候乾燥、氣候潮濕、溫差大、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/images/product_default_160x160.png
1028,無痕裸透底妝刷,刷具,17.5mm*129.5mm / NT$ 399,溫度舒適,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/72376/1/_160x160_72376.jpg
1028,絲滑控暈暹羅貓眼線膠筆,眼線筆,0.07g / NT$ 320,換季、悶熱、寒冷、溫度舒適、氣候潮濕、溫差大、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/89004/1/_160x160_89004.jpg
1028,超水感裸唇糖衣,唇蜜,2g / NT$ 315,--,https://dg9ugnb21lig7.cloudfront.net/uploads/images/product_default_160x160.png
1028,超立體持色玩眉膏,染眉膏,4g / NT$ 350,悶熱、寒冷、溫差大,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/74016/1/_160x160_74016.jpg
1028,超好色恆久眼線膠筆,眼線筆,1.5g / NT$ 240,換季、悶熱、寒冷、溫度舒適、氣候乾燥、氣候潮濕、溫差大、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/46791/1/_160x160_46791_w_250xh_250xfar_C.jpg
1028,超吸油蜜粉餅,蜜粉餅,4.6g / NT$ 199,換季、悶熱、寒冷、溫度舒適、氣候乾燥、氣候潮濕、溫差大、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/58920/1/_160x160_58920_w_250xh_250xfar_C.jpg
1028,超保濕UV校色飾底乳SPF27★★(柔膚),其它粉底,30ml / NT$ 290,換季、悶熱、寒冷、溫度舒適、氣候乾燥、氣候潮濕、溫差大、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/114530/1/_160x160_114530_20230928064656YqGBlehRnm.jpg
1028,超持色有型眉筆,眉筆,/ NT$,溫度舒適,https://dg9ugnb21lig7.cloudfront.net/uploads/images/product_default_160x160.png
1028,超級大眼Eye眼盤,眼影盤,/ NT$ 360,換季、悶熱、寒冷、溫度舒適、氣候乾燥、氣候潮濕、溫差大、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/84638/1/_160x160_84638.jpg
1028,超級大眼放大鏡睫毛膏,睫毛膏,8g / NT$ 390,換季、悶熱、寒冷、氣候乾燥、氣候潮濕,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/57349/1/_160x160_57349_w_250xh_250xfar_C.jpg
1028,超級大眼放大鏡睫毛膏EX升級版,睫毛膏,8g / NT$ 390,換季、悶熱、寒冷、溫度舒適、氣候乾燥、氣候潮濕、溫差大、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/85134/1/_160x160_85134.jpg
1028,超控油透亮飾底乳,隔離霜,25ml / NT$ 350,換季、悶熱、寒冷、溫度舒適、氣候乾燥、氣候潮濕、溫差大、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/71649/1/_160x160_71649_w_250xh_250xfar_C.jpg
1028,超控油透亮飾底乳EX版SPF25,隔離霜,25ml / NT$ 350,換季、悶熱、寒冷、溫度舒適、氣候乾燥、氣候潮濕、溫差大、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/85712/1/_160x160_85712.jpg
1028,超極控暈暹羅貓眼線液,眼線液,0.55g / NT$ 380,換季、悶熱、寒冷、溫度舒適、氣候乾燥、氣候潮濕、溫差大、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/88901/1/_160x160_88901.jpg
1028,超綿感泡泡亮白洗面乳,洗面乳,110ml / NT$ 139,換季、悶熱、氣候潮濕,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/87523/1/_160x160_87523.jpg
1028,超綿感泡泡保濕洗面乳,洗面乳,110ml / NT$ 139,換季、寒冷、溫度舒適、氣候乾燥、溫差大,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/87330/1/_160x160_87330.jpg
1028,超綿感泡泡控油洗面乳,洗面乳,110ml / NT$ 139,換季、悶熱、寒冷、溫度舒適、氣候乾燥、氣候潮濕、溫差大、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/87524/1/_160x160_87524.jpg
1028,超誘人唇頰露,多功能彩妝,8.5g / NT$ 399,寒冷、氣候乾燥、溫差大,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/73555/1/_160x160_73555.jpg
1028,超模V臉粉餅,粉餅,8g / NT$ 390,悶熱、溫度舒適、氣候潮濕,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/73559/1/_160x160_73559.jpg
1028,超穩極細暹羅貓眼線液(小貓第3代),眼線液,0.55g / NT$ 360,冷氣房、悶熱、溫度舒適、氣候潮濕,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/72369/1/_160x160_72369.jpg
1028,黑魔法暹邏貓眼線液,眼線液,0.55g / NT$ 350,換季、悶熱、寒冷、氣候乾燥、氣候潮濕、溫差大,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/42091/1/_160x160_42091_w_250xh_250xfar_C.jpg
1028,傳明酸亮透美白粉餅SPF50★★★,粉餅,9g / NT$ 450,換季、悶熱、寒冷、溫度舒適、氣候潮濕、溫差大、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/52333/1/_160x160_52333_w_250xh_250xfar_C.jpg
1028,傳明酸美白潤色防曬乳SPF50★★★,臉部防曬,30ml / NT$ 350,換季、悶熱、寒冷、溫度舒適、氣候乾燥、氣候潮濕、溫差大、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/52565/1/_160x160_52565_w_250xh_250xfar_C.jpg
1028,傳明酸袪荳淡斑筆,重點保養,/ NT$ 380,換季、悶熱,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/58923/1/_160x160_58923_w_250xh_250xfar_C.jpg
1028,塑描大師立體眉彩盤,眉粉,2.55g / NT$,換季、悶熱、寒冷、溫度舒適、氣候乾燥、氣候潮濕、溫差大、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/images/product_default_160x160.png
1028,微光持妝保濕粉餅SPF25,粉餅,9g / NT$ 330,悶熱、氣候潮濕、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/79878/1/_160x160_79878.jpg
1028,微光持妝迷你保濕粉餅,粉餅,4g / NT$ 199,換季、悶熱、氣候潮濕、溫差大、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/78527/1/_160x160_78527.jpg
1028,愛勾引睫毛膏,睫毛膏,8g / NT$ 390,換季、悶熱、溫度舒適、氣候潮濕、溫差大、冷氣房、氣候乾燥,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/73489/1/_160x160_73489.jpg
1028,極上鏡 柔光超磁水粉底SPF45 PA++,粉底液,30ml / NT$ 530,悶熱、氣候乾燥、氣候潮濕,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/103121/1/_160x160_103121_20211014075618ybyCTREuDu.jpg
1028,極光提亮妝前乳,隔離霜,30g / NT$ 390,悶熱、氣候潮濕、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/81385/1/_160x160_81385.jpg
1028,極淨美妍 胺基酸洗面乳,洗面乳,80ml / NT$ 199,換季、寒冷、氣候乾燥,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/46021/1/_160x160_46021_w_250xh_250xfar_C.jpg
1028,極淨美妍 深層卸妝凝膠,其它卸妝,125ml / NT$ 360,換季,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/42514/1/_160x160_42514_w_250xh_250xfar_C.jpg
1028,極淨美妍 眼唇卸妝液,眼唇卸妝,100ml / NT$ 299,溫度舒適、氣候乾燥、氣候潮濕、溫差大,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/42513/1/_160x160_42513_w_250xh_250xfar_C.jpg
1028,極舒潤修護身體乳,身體乳液,300ml / NT$ 280,--,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/113682/1/_160x160_113682_20230807121952iHERMJKeOv.jpg
1028,極濃爆黑暹邏貓眼線液,眼線液,0.55ml / NT$ 360,悶熱、氣候潮濕、溫差大、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/70932/1/_160x160_70932_w_250xh_250xfar_C.jpg
1028,溫和潔淨 洗卸泡泡慕斯,洗顏慕斯,150ml / NT$ 230,悶熱、寒冷、溫度舒適、氣候乾燥、溫差大,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/73560/1/_160x160_73560.jpg
1028,溫和潔淨泡泡慕絲,洗顏慕斯,150ml / NT$ 230,寒冷、溫差大,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/87526/1/_160x160_87526.jpg
1028,經典彩妝盤,多功能彩妝,/ NT$ 499,--,https://dg9ugnb21lig7.cloudfront.net/uploads/images/product_default_160x160.png
1028,腮紅控6色頰彩盤,多功能彩妝,3.8*6 / NT$ 680,換季、悶熱、氣候潮濕、溫差大、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/89462/1/_160x160_89462.jpg
1028,酪梨彈潤滋養唇膜,唇膜,8g / NT$ 220,換季、寒冷、氣候乾燥、溫差大、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/114759/1/_160x160_114759_20231012034027qGfYnCRoBc.jpeg
1028,零油光定妝噴霧,化妝水,100ml / NT$ 390,換季、悶熱、寒冷、溫度舒適、氣候乾燥、氣候潮濕、溫差大,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/75221/1/_160x160_75221.jpg
1028,夢幻星光底妝盤,粉底液,/ NT$ 449,--,https://dg9ugnb21lig7.cloudfront.net/uploads/images/product_default_160x160.png
1028,夢幻美姬妝前保濕凝露,其它妝前,30ml / NT$ 390,溫差大、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/images/product_default_160x160.png
1028,夢幻美姬保濕蜜粉,蜜粉,10g / NT$ 520,--,https://dg9ugnb21lig7.cloudfront.net/uploads/images/product_default_160x160.png
1028,夢幻美姬粉底液,粉底液,30ml / NT$ 550,換季、悶熱、寒冷、溫度舒適、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/27202/1/_160x160_27202_w_250xh_250xfar_C.jpg
1028,夢幻美姬淨白光感粉底液 SPF20★,粉底液,30g / NT$ 550,--,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/41438/1/_160x160_41438_w_250xh_250xfar_C.jpg
1028,夢幻美姬極致柔白粉餅 SPF50★★★,粉餅,8g / NT$ 420,換季、悶熱、寒冷、溫度舒適、氣候乾燥、氣候潮濕、溫差大、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/33406/1/_160x160_33406_w_250xh_250xfar_C.jpg
1028,夢幻美姬極致柔白隔離乳 SPF30★★,臉部防曬,30g / NT$ 420,--,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/41031/1/_160x160_41031_w_250xh_250xfar_C.jpg
1028,夢幻美姬雙采保濕粉餅,粉餅,10g / NT$ 460,--,https://dg9ugnb21lig7.cloudfront.net/uploads/images/product_default_160x160.png
1028,夢幻美姬魔法修片筆,遮瑕筆,2g / NT$ 380,換季、寒冷、溫度舒適、氣候乾燥、氣候潮濕、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/26515/1/_160x160_26515_w_250xh_250xfar_C.jpg
1028,滴水不漏保濕水凝凍,多功能保養,50g / NT$ 480,換季、寒冷、氣候乾燥、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/83745/1/_160x160_83745.jpg
1028,滴水不漏保濕乳,乳液,90ml / NT$ 480,氣候乾燥,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/83747/1/_160x160_83747.jpg
1028,滴水不漏保濕露,化妝水,190ml / NT$ 450,悶熱,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/83744/1/_160x160_83744.jpg
1028,瑪卡龍眼妝盒,眼影盤,12.6g / NT$ 499,換季、悶熱、寒冷、溫度舒適、氣候乾燥、氣候潮濕、溫差大、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/58922/1/_160x160_58922_w_250xh_250xfar_C.jpg
1028,精算師持色細眉筆,眉筆,0.12g / NT$ 180,換季、悶熱、寒冷、溫度舒適、氣候乾燥、氣候潮濕、溫差大、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/96412/1/_160x160_96412_20200511042726BAnVGYMuOo.jpg
1028,聚光燈打亮盒,其它妝前,3g / NT$ 399,換季、悶熱、寒冷、溫度舒適、氣候乾燥、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/72371/1/_160x160_72371.jpg
1028,聚光燈打亮飾底蜜,其它妝前,15ml / NT$ 399,換季、悶熱、寒冷、溫度舒適、氣候乾燥、氣候潮濕、溫差大、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/72372/1/_160x160_72372.jpg
1028,蒙布朗眼妝盒,眼影盤,2g / NT$ 499,悶熱、溫度舒適、氣候潮濕,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/74565/1/_160x160_74565.jpg
1028,裸光美肌乳,隔離霜,30ml / NT$ 480,溫差大、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/83746/1/_160x160_83746.jpg
1028,輕一夏。防曬噴霧SPF50+/PA+++,臉部防曬,100ml / NT$ 399,換季、悶熱、寒冷、氣候潮濕,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/79877/1/_160x160_79877.jpg
1028,輕珠寶限量四色眼彩盤,眼影盤,6.4g / NT$ 330,換季、悶熱、寒冷、溫度舒適、氣候乾燥、氣候潮濕、溫差大、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/106807/1/_160x160_106807_20220825035733ODYpjkvbLM.png
1028,輕透潤 UV持妝飾底乳SPF35★★★ (粉色),隔離霜,30ml / NT$ 280,氣候乾燥,https://dg9ugnb21lig7.cloudfront.net/uploads/images/product_default_160x160.png
1028,輕透潤UV持妝飾底乳,隔離霜,/ NT$ 280,悶熱、寒冷,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/106086/1/_160x160_106086_20220718090913sPNQRZrQIs.jpg
1028,輕裸光呼吸氣墊粉餅,氣墊粉餅,10g / NT$ 680,換季、悶熱、氣候潮濕、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/74310/1/_160x160_74310.jpg
1028,輕薄服貼粉底抹刀-長版,其它彩妝工具,1pcs / NT$ 150,--,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/115998/1/_160x160_115998_20231227082034HzaZquDlir.jpg
1028,輕薄服貼粉底抹刀-寬版,其它彩妝工具,1pcs / NT$ 150,--,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/115999/1/_160x160_115999_20231227082152POpHvnHVUc.jpg
1028,銀河系限量四色眼彩盤,眼影盤,6.4g / NT$ 330,換季、悶熱、寒冷、溫度舒適、氣候乾燥、氣候潮濕、溫差大、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/101737/1/_160x160_101737_20210629081502uhSurXSRko.png
1028,彈力保濕絲襪粉餅SPF30/PA++,氣墊粉餅,10g / NT$ 680,換季、悶熱、寒冷、氣候乾燥、氣候潮濕、溫差大,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/77600/1/_160x160_77600.jpg
1028,緞采肌密亮白精華粉底SPF30 PA++,粉底液,40ml / NT$ 680,換季、氣候乾燥、溫差大、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/55222/1/_160x160_55222_w_250xh_250xfar_C.jpg
1028,調眼色限量眼彩盤,眼影盤,/ NT$ 420,換季、悶熱、寒冷、溫度舒適、氣候乾燥、氣候潮濕、溫差大、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/96948/1/_160x160_96948_20200611040529msERWdjfNS.jpg
1028,輪廓羨修容餅,修容餅,8.8g / NT$ 350,換季、悶熱、寒冷、溫度舒適、氣候乾燥、氣候潮濕、溫差大、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/100813/1/_160x160_100813_20210421092301mwFSWqFyew.jpg
1028,噢！我的好畫眉筆,眉筆,7g / NT$ 120,寒冷、氣候乾燥,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/83664/1/_160x160_83664.jpg
1028,噢！我的眼影筆,眼影筆,0.4g / NT$ 220,換季、悶熱、溫度舒適、氣候潮濕、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/83665/1/_160x160_83665.jpg
1028,噢！我的啾唇筆,唇筆,0.4g / NT$ 200,換季、氣候乾燥,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/83666/1/_160x160_83666.jpg
1028,噢！我的超吸油透明蜜粉餅,蜜粉餅,4.6g / NT$ 180,悶熱、溫差大,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/83667/1/_160x160_83667.jpg
1028,曖昧水感唇膏,唇膏,3.5g / NT$ 380,寒冷、氣候乾燥、溫差大,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/77015/1/_160x160_77015.jpg
1028,臉部修修校色遮瑕盤,遮瑕膏,/ NT$,換季、悶熱、寒冷、溫度舒適、氣候乾燥、氣候潮濕、溫差大、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/images/product_default_160x160.png
1028,臉部修修氣墊遮瑕筆,其它遮瑕,5g / NT$ 380,換季、寒冷、氣候乾燥、溫差大,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/79187/1/_160x160_79187.jpg
1028,臉部修修雙頭遮瑕棒,遮瑕膏,3.9g+5ml / NT$ 320,寒冷、氣候潮濕、溫差大,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/80297/1/_160x160_80297.jpg
1028,薄透亮無痕底妝刷,刷具,/ NT$ 349,換季、悶熱、寒冷、溫度舒適、氣候潮濕、溫差大,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/55811/1/_160x160_55811_w_250xh_250xfar_C.jpg
1028,薏仁積雪草機能水(濕敷型),化妝水,400ml / NT$ 250,換季、悶熱、寒冷、溫度舒適、氣候乾燥、氣候潮濕、溫差大、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/101243/1/_160x160_101243_20210527014728bjekqyFHPZ.jpg
1028,邂逅淡香精-浪漫花束,淡香精,10ml / NT$ 230,氣候乾燥,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/116064/1/_160x160_116064_20231228110106BzfQqLDaPj.jpg
1028,邂逅淡香精-馥郁之境,淡香精,10ml / NT$ 230,氣候乾燥,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/116065/1/_160x160_116065_20231228110236uwMcLVrbrN.jpg
1028,鮮磨礦物蜜粉,蜜粉,5g / NT$ 390,換季、溫差大,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/79879/1/_160x160_79879.jpg
1028,雙果酵應毛孔潔淨慕絲,洗顏慕斯,150ml / NT$ 350,換季、溫度舒適,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/102212/1/_160x160_102212_20210727160053IbrOHRkgBl.jpg
1028,雙面舒芙蕾粉撲,海綿粉撲,1pcs / NT$ 135,--,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/116001/1/_160x160_116001_20231227082536vkrnseWCYA.jpg
1028,雙效定型眉餅盒,眉粉,2.5+0.66g / NT$ 320,換季、氣候潮濕、溫差大、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/images/product_default_160x160.png
1028,藝術家謬思美眉畫筆,眉筆,0.4g / NT$ 290,換季、悶熱、寒冷、溫度舒適、氣候乾燥、氣候潮濕、溫差大、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/53067/1/_160x160_53067_w_250xh_250xfar_C.jpg
1028,藝術家謬思眼彩畫盤,眼影盤,2.6g / NT$ 380,換季、悶熱、寒冷、溫度舒適、氣候乾燥、氣候潮濕、溫差大、冷氣房,https://dg9ugnb21lig7.cloudfront.net/uploads/images/product_default_160x160.png
1028,藝術家謬思眼線膠畫筆,眼線筆,0.35g / NT$ 280,--,https://dg9ugnb21lig7.cloudfront.net/uploads/product_image/51967/1/_160x160_51967_w_250xh_250xfar_C.jpg
1028,藝術家謬思調色腮紅,腮紅,2.6g / NT$ 320,溫度舒適,https://dg9ugnb21lig7.cloudfront.net/uploads/images/product_default_160x160.png
